Genes,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24
Gstm1,5.488937726,4.143134726,4.983606622,5.247024072,5.236441963,4.663439094,4.564348191,4.49980967,4.905274778,4.762173935,5.049856007,2.547273257,4.744932128,5.129898715,5.484796933,4.262679877,3.465735903,3.295836866,3.465735903,4.262679877,4.795790546,1.098612289,3.218875825,3.63758616
Birc5,0,3.33220451,3.80666249,0.693147181,3.970291914,0,3.36729583,0,1.098612289,0,1.945910149,0,3.496507561,5.411646052,4.189654742,4.700480366,4.532599493,4.624972813,3.401197382,5.676753802,4.158883083,5.902633333,4.859812404,4.33073334
Timp2,3.784189634,3.761200116,0,4.143134726,3.044522438,3.828641396,3.258096538,0,3.63758616,0,3.912023005,3.343380712,6.666956792,7.254177846,7.72753511,7.448916103,7.145984468,7.635786861,7.488852956,7.214504414,7.057897937,6.992096427,6.609349243,6.784457063
Ighv1-47,4.290459441,3.988984047,2.397895273,4.49980967,4.727387819,4.812184355,2.833213344,4.043051268,4.007333185,5.017279837,4.290459441,3.07753239,0,1.945910149,0,0,0,0,0,0,0,0,0,0
Atg4c,5.424950017,5.834810737,5.564520407,5.393627546,5.743003188,5.634789603,6.011267174,5.880532986,5.590986981,5.840641657,5.411646052,1.356333554,4.025351691,4.672828834,4.158883083,4.532599493,3.583518938,2.944438979,4.574710979,4.077537444,2.302585093,2.890371758,4.262679877,3.63758616
S100a4,0,0,0,0,0,0,0,0,0,0,0,0,1.945910149,0,0.693147181,2.079441542,0,2.833213344,0.693147181,2.944438979,3.044522438,2.833213344,0,2.63905733
Gm48382,3.737669618,2.833213344,0,3.555348061,2.944438979,3.761200116,2.63905733,1.609437912,1.791759469,0,0,1.786100246,3.258096538,4.48863637,4.795790546,3.555348061,4.454347296,4.718498871,4.912654886,4.110873864,4.025351691,4.672828834,2.48490665,4.077537444
Sfrp2,0,0,0,0,2.708050201,0,0,0,0,0,0,0,4.787491743,5.147494477,4.48863637,4.753590191,3.713572067,0,3.63758616,3.970291914,3.737669618,5.062595033,2.708050201,4.369447852
Arnt2,3.17805383,0.693147181,0,0,0,0,0,2.197224577,0.693147181,0,0,0,4.836281907,3.218875825,4.762173935,4.025351691,3.433987204,2.944438979,0.693147181,5.236441963,4.127134385,4.454347296,4.406719247,5.187385806
Gm14537,4.094344562,3.663561646,2.397895273,3.63758616,3.496507561,2.944438979,3.737669618,3.526360525,2.63905733,0,3.931825633,1.488399567,1.609437912,2.197224577,2.397895273,2.833213344,1.945910149,0,1.609437912,3.610917913,1.609437912,0,0.693147181,3.044522438
Wnk3,0,1.945910149,5.159055299,2.833213344,3.218875825,3.871201011,1.609437912,3.135494216,3.401197382,2.708050201,0.693147181,0,4.007333185,4.744932128,4.634728988,3.36729583,5.017279837,4.17438727,4.86753445,3.828641396,4.836281907,4.852030264,3.135494216,3.970291914
Trav4-3,0,0,0,0,0,0,0,0,0,0,0,0,4.624972813,4.382026635,5.198497031,4.043051268,3.951243719,4.532599493,5.198497031,2.833213344,3.737669618,4.382026635,3.784189634,3.688879454
Gria3,0,3.218875825,0,2.397895273,0,0.693147181,0,2.564949357,0,3.850147602,0,0,5.087596335,5.627621114,4.820281566,4.919980926,4.406719247,4.976733742,6.059123196,5.176149733,3.988984047,4.158883083,2.995732274,4.691347882
4933406I18Rik,3.951243719,3.663561646,0,3.663561646,3.610917913,3.828641396,4.532599493,4.356708827,4.043051268,4.143134726,3.583518938,0.462505255,4.804021045,3.970291914,5.411646052,5.003946306,4.465908119,4.584967479,4.976733742,4.304065093,4.844187086,4.691347882,4.59511985,4.691347882
Clmp,0.693147181,3.951243719,0,2.995732274,1.609437912,0,0,0,1.945910149,1.609437912,0,1.229767606,0,0,0,0,0.693147181,0,0,0,0,0,2.197224577,0.693147181
Tmem119,0,0,0,0,0,0,1.609437912,0,0,0,0,2.359754377,0,0,0,0,0,0,0,0,0,0,0,0
Gm20069,0,0,0,1.609437912,0.693147181,1.945910149,0,2.890371758,1.386294361,0,3.295836866,0,5.159055299,5.407171771,5.897153868,5.645446898,5.129898715,4.477336814,5.030437921,5.587248658,5.170483995,4.33073334,4.94875989,4.510859507
Trav7-5,0,0,0,0,0,0,0,0,0,0,0,0,4.912654886,3.33220451,5.476463552,2.995732274,5.117993812,4.644390899,4.859812404,4.49980967,4.127134385,2.48490665,4.394449155,3.218875825
Fgf11,0,3.17805383,3.970291914,0.693147181,0.693147181,2.890371758,1.609437912,0,1.945910149,0,0,0,0.693147181,0,1.098612289,3.688879454,1.609437912,0,3.988984047,0,1.791759469,2.48490665,0.693147181,1.609437912
Sox13,0,0,0,2.397895273,0,2.079441542,2.833213344,1.609437912,1.609437912,0,2.079441542,0,4.553876892,4.025351691,0.693147181,4.043051268,3.891820298,3.912023005,4.343805422,5.170483995,4.795790546,5.043425117,3.583518938,5.176149733
Nectin1,5.717027701,5.451038454,5.697093487,6.378426184,5.863631176,6.00635316,5.332718793,5.433722004,5.293304825,6.089044875,5.746203191,1.361257137,4.912654886,3.17805383,5.220355825,3.36729583,4.709530201,0.693147181,3.401197382,5.068904202,0.693147181,5.075173815,2.995732274,4.127134385
Plin2,5.087596335,4.521788577,5.030437921,5.497168225,5.398162702,5.521460918,5.252273428,4.744932128,4.94875989,4.934473933,5.624017506,1.527007832,5.899897354,5.087596335,4.990432587,5.484796933,4.770684624,4.094344562,3.610917913,5.568344504,4.17438727,4.976733742,5.484796933,4.276666119
Gm15382,3.713572067,4.276666119,4.553876892,4.605170186,4.382026635,3.871201011,3.091042453,3.218875825,3.36729583,4.418840608,4.454347296,0,0,0,0,0,0,0,0,0,0,0,0,0
Htra3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,0,0,0,0,0,0,0
Gm26685,2.995732274,3.761200116,1.609437912,3.850147602,3.33220451,4.532599493,3.871201011,3.988984047,2.944438979,2.48490665,3.36729583,1.005288751,4.234106505,4.543294782,5.272999559,4.060443011,3.663561646,5.081404365,2.197224577,3.663561646,3.931825633,2.772588722,4.110873864,2.197224577
Hmcn2,2.708050201,3.258096538,4.060443011,4.290459441,4.204692619,3.526360525,4.465908119,3.526360525,4.248495242,4.852030264,2.63905733,1.901547239,3.988984047,4.890349128,4.905274778,4.605170186,3.891820298,4.836281907,5.407171771,4.276666119,3.891820298,4.477336814,2.302585093,3.610917913
Angel1,6.232448017,6.248042875,5.648974238,6.349138991,6.29156914,6.459904454,5.905361848,6.102558595,6.453624999,6.00635316,5.97126184,2.148710616,6.238324625,6.475432717,6.775366091,5.869296913,6.224558429,6.665683718,6.773080376,6.00635316,6.182084907,5.796057751,5.998936562,5.564520407
4930538E20Rik,5.141663557,4.762173935,2.944438979,4.875197323,4.682131227,4.727387819,4.007333185,3.63758616,4.852030264,3.951243719,4.852030264,0.544424767,0,0,0,0,0,0,0,0,0,0,0,0
Gm37065,4.304065093,4.753590191,5.231108617,4.290459441,5.036952602,3.526360525,3.688879454,4.127134385,3.871201011,1.609437912,2.63905733,1.893706154,5.141663557,5.693732139,5.85220248,5.123963979,5.693732139,6.095824562,5.786897381,5.33753808,5.575949103,5.293304825,4.709530201,5.231108617
Dhdh,4.584967479,4.369447852,0,4.94875989,4.919980926,4.8978398,2.397895273,4.356708827,4.343805422,4.624972813,4.727387819,2.63445906,3.871201011,4.718498871,3.871201011,0,3.433987204,3.555348061,1.791759469,1.386294361,2.397895273,3.218875825,3.044522438,3.17805383
Sox5,4.077537444,3.583518938,4.406719247,3.044522438,4.927253685,4.454347296,2.708050201,4.406719247,4.86753445,4.290459441,5.049856007,2.048635304,2.944438979,3.36729583,4.025351691,0,2.564949357,3.688879454,3.091042453,3.135494216,2.772588722,2.708050201,0.693147181,3.688879454
Tubb6,4.418840608,4.025351691,1.791759469,3.970291914,4.663439094,4.094344562,3.433987204,4.204692619,4.691347882,4.317488114,3.555348061,2.934204945,5.036952602,5.147494477,4.584967479,5.105945474,4.394449155,5.384495063,5.38907173,4.543294782,4.882801923,5.023880521,4.605170186,4.17438727
Kif18b,3.044522438,0,0,0.693147181,0,0,0,2.564949357,2.197224577,1.945910149,0,0,0,4.564348191,0,3.761200116,3.044522438,4.532599493,3.850147602,5.252273428,1.609437912,5.361292166,3.80666249,3.850147602
Itgb8,0,0,0,0,0,0,0,0,0,0,0,0,1.609437912,2.833213344,4.025351691,0,4.454347296,4.189654742,4.158883083,2.995732274,2.995732274,4.234106505,1.098612289,4.189654742
Ankrd66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.713572067,0,0,0,0,0,0,0,0
Gm7901,4.219507705,3.80666249,4.779123493,4.430816799,4.605170186,3.761200116,4.158883083,3.496507561,3.713572067,3.433987204,3.891820298,3.814607827,4.718498871,3.970291914,5.209486153,4.770684624,4.927253685,4.96284463,4.532599493,4.86753445,4.394449155,4.189654742,3.891820298,3.688879454
Fsip1,5.081404365,4.430816799,3.80666249,4.941642423,3.044522438,4.043051268,4.624972813,3.970291914,3.912023005,2.48490665,4.406719247,1.986453356,0.693147181,0,0,0,0,0,0,0,0,0,0,0
Aplp1,0,0,0,3.044522438,0.693147181,0,0,2.197224577,1.098612289,1.609437912,0,0,4.700480366,4.33073334,4.406719247,3.295836866,4.836281907,2.772588722,4.382026635,3.912023005,3.737669618,4.672828834,5.236441963,4.976733742
Gm22847,4.430816799,4.143134726,3.044522438,4.812184355,5.010635294,4.477336814,2.564949357,4.127134385,4.127134385,0.693147181,4.189654742,4.329896058,0,0,0,1.945910149,2.079441542,0,0,0,0,1.791759469,0,0
Gm45615,4.043051268,3.912023005,0,4.262679877,1.609437912,3.583518938,0,3.401197382,2.079441542,0.693147181,2.564949357,0.86732949,3.688879454,4.406719247,4.158883083,2.944438979,4.672828834,3.931825633,4.094344562,4.465908119,5.192956851,4.779123493,3.091042453,3.091042453
4933424M12Rik,0,2.708050201,0,0,0,0,0,2.708050201,0,0,0,0,0,0,0,0,0,3.218875825,0.693147181,1.609437912,0,0,2.708050201,0
Cers6,4.820281566,4.955827058,4.477336814,5.075173815,5.214935758,5.318119994,5.480638923,4.574710979,4.753590191,3.891820298,4.736198448,1.053990109,7.114769448,7.290974778,7.170888479,6.767343125,6.785587645,7.122866659,7.109062136,6.498282149,7.192182059,6.665683718,6.352629396,6.234410726
Gm27653,0,0,0,2.197224577,3.044522438,1.945910149,0,0,0,0,0,0,3.044522438,4.007333185,4.65396035,4.510859507,4.812184355,4.934473933,4.543294782,3.401197382,3.850147602,4.276666119,3.871201011,3.988984047
Traj13,0,0,0,0,0,0,0,0,0,0.693147181,0,0,4.110873864,2.63905733,3.988984047,4.927253685,4.634728988,4.189654742,4.700480366,4.663439094,4.394449155,4.356708827,4.043051268,3.258096538
Synpo,0,1.945910149,3.33220451,0.693147181,3.33220451,0.693147181,0,2.302585093,2.197224577,1.791759469,2.890371758,1.554997937,4.369447852,4.762173935,5.33753808,4.17438727,4.477336814,5.361292166,3.828641396,5.198497031,4.304065093,4.663439094,5.327876169,4.709530201
1700029J07Rik,4.553876892,4.912654886,2.079441542,5.616771098,4.779123493,5.262690189,4.852030264,4.672828834,4.8978398,3.583518938,5.036952602,3.65806365,3.555348061,4.852030264,4.418840608,3.044522438,3.912023005,4.836281907,4.919980926,4.33073334,5.043425117,4.983606622,2.197224577,4.276666119
C030034L19Rik,0,0,0,0,0,0,0,0,0,0,0.693147181,0.424046064,3.433987204,2.302585093,3.931825633,4.290459441,3.688879454,3.871201011,0,3.828641396,1.945910149,4.663439094,4.465908119,5.379897354
Insl6,4.852030264,3.784189634,4.59511985,4.025351691,3.784189634,4.077537444,3.828641396,3.688879454,3.988984047,3.526360525,4.369447852,0.198335709,4.787491743,4.127134385,5.796057751,4.077537444,4.077537444,5.303304908,4.875197323,4.49980967,3.784189634,4.727387819,3.33220451,4.290459441
Gm26888,0,0,0,0,0,0,0,0,0,0,0,0,4.094344562,5.257495372,3.951243719,2.397895273,2.833213344,2.890371758,4.820281566,3.951243719,4.406719247,4.682131227,0,2.944438979
Gm45620,4.844187086,4.605170186,2.397895273,4.094344562,3.63758616,4.812184355,3.433987204,2.995732274,5.484796933,2.944438979,4.709530201,3.271490202,0,4.127134385,0,0,0,0,0,0.693147181,3.688879454,0,0,0
Gbp11,1.791759469,2.564949357,0,3.496507561,2.079441542,1.791759469,1.386294361,0,2.197224577,1.386294361,2.197224577,0.154928601,4.49980967,5.857933154,5.771441123,4.060443011,4.9698133,5.081404365,5.631211782,5.159055299,5.141663557,5.513428746,4.477336814,5.252273428
Gm33973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust,2.302585093,3.713572067,0,0,1.791759469,2.564949357,0,1.791759469,3.433987204,3.295836866,2.833213344,0.297869184,6.34738921,5.918893854,6.214608098,6.086774727,6.878326468,6.903747258,6.464588304,6.173786104,6.760414691,6.380122537,6.329720906,6.276643489
Slc9a3r2,0,2.890371758,0,0.693147181,0,0,0,0,0,0,0,0.857393733,0,0,0,0,0,0,0,0,0,0,0,0
Olfr524,0,0,0,0,0,0,0,0,0,0,0,0,2.079441542,2.48490665,2.397895273,0,5.204006687,3.218875825,3.850147602,4.762173935,4.820281566,5.036952602,4.007333185,4.875197323
2210417A02Rik,2.708050201,0,0,0,2.708050201,0,0,0,0,0,1.945910149,1.834601629,0,3.850147602,0,0,0,1.609437912,3.433987204,2.944438979,0,0,0,0
Gm12490,3.135494216,2.833213344,0,4.234106505,3.931825633,1.609437912,1.386294361,3.258096538,4.025351691,0,1.945910149,0,4.276666119,4.317488114,4.262679877,0.693147181,3.295836866,4.094344562,5.283203729,4.356708827,4.465908119,4.454347296,4.007333185,3.80666249
Traj7,0,0,0,0,0,0,0,0,0,0,0,0,4.584967479,5.214935758,4.394449155,4.96284463,4.442651256,4.753590191,4.418840608,3.931825633,4.143134726,3.33220451,1.791759469,3.80666249
Tmprss13,4.718498871,4.007333185,3.688879454,4.553876892,4.804021045,4.356708827,4.65396035,4.158883083,4.718498871,4.510859507,4.094344562,2.244021419,2.079441542,3.761200116,4.983606622,5.351858133,1.098612289,4.127134385,2.833213344,5.323009979,4.934473933,4.890349128,5.379897354,4.86753445
Igkv4-77,3.931825633,4.276666119,4.836281907,5.351858133,5.252273428,3.871201011,3.850147602,4.043051268,4.189654742,3.912023005,2.63905733,3.650542853,0,0,0,0,0,0,0,0,0,0,0,0
Trav8d-2,0,0,0,0,0,0,0,0,0,0,0,0,4.189654742,4.532599493,4.990432587,5.141663557,4.624972813,4.820281566,4.779123493,2.564949357,3.871201011,4.110873864,3.295836866,3.258096538
Rgs10,4.59511985,5.023880521,0,5.135798437,3.891820298,5.049856007,2.944438979,4.17438727,4.127134385,5.147494477,4.927253685,0.254574305,8.209580483,8.248267447,8.6206519,8.69684452,8.277411999,8.554296279,8.333270353,8.351610751,8.085178748,7.791109511,7.406103381,7.528869257
Slc39a4,2.302585093,2.708050201,3.931825633,2.397895273,2.302585093,2.302585093,1.945910149,0,1.386294361,0,3.135494216,2.378820635,5.017279837,4.406719247,4.369447852,3.951243719,4.787491743,5.783825182,5.493061443,4.634728988,5.225746674,5.840641657,5.214935758,5.043425117
Sv2a,3.555348061,4.248495242,3.891820298,4.584967479,1.791759469,3.891820298,3.912023005,3.610917913,3.526360525,0,2.944438979,2.211456409,5.111987788,5.468060141,5.257495372,4.510859507,5.351858133,5.700443573,5.484796933,4.709530201,5.147494477,5.030437921,4.094344562,5.267858159
Il27ra,7.428333194,6.894670039,6.865891075,7.74543561,7.598900457,7.436617265,7.270312886,6.944087208,7.440146681,7.602401336,7.455876687,3.735893739,8.466531277,8.851949671,8.946635209,8.774312958,8.870803444,9.076008659,8.970686269,8.745602852,8.701845364,8.694167142,8.157657015,8.29504914
Gm36972,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,2.564949357,0,0,2.833213344,0.693147181,0,1.945910149,0,0,0,0
Gca,4.290459441,1.945910149,0.693147181,4.33073334,4.624972813,3.044522438,3.970291914,2.63905733,2.63905733,4.143134726,3.555348061,0,1.098612289,0,0,2.197224577,0,0,0,0,0,3.583518938,0,0
Ighv3-1,3.583518938,3.970291914,3.091042453,4.234106505,4.836281907,4.110873864,4.8978398,1.791759469,4.043051268,4.477336814,4.158883083,0.844481672,0,0,0,0,0,0,0,0,0,0,0,0
Apol9b,0,3.295836866,0,0,2.197224577,2.944438979,0,0,0,4.356708827,0,0.207534273,4.394449155,4.8978398,5.231108617,4.158883083,3.970291914,5.484796933,4.262679877,3.555348061,4.043051268,4.127134385,3.36729583,3.988984047
Exoc3l2,1.386294361,2.890371758,0.693147181,0,0,0,3.17805383,2.564949357,1.945910149,0,0,0,2.944438979,0,0,0,0,0,0,0,0,0,0,3.044522438
Kntc1,3.496507561,3.526360525,0,2.197224577,1.945910149,0,3.135494216,3.135494216,2.63905733,0,1.386294361,1.222518318,3.871201011,4.043051268,2.833213344,4.406719247,3.526360525,4.882801923,4.276666119,5.666426688,4.060443011,6.06610809,4.234106505,4.025351691
Gm10522,3.465735903,3.526360525,2.708050201,4.234106505,4.060443011,3.218875825,3.850147602,0.693147181,3.850147602,3.091042453,3.951243719,1.701488677,0,0.693147181,0,0,0,0,0,0,0,3.465735903,0,0
Cpne2,2.995732274,1.945910149,0,2.302585093,0,0.693147181,2.944438979,2.197224577,0.693147181,2.302585093,1.791759469,0,3.258096538,2.995732274,4.615120517,4.262679877,2.48490665,3.295836866,3.17805383,4.521788577,3.931825633,2.48490665,3.258096538,3.688879454
Gm47006,2.708050201,2.833213344,0,4.394449155,4.025351691,4.007333185,0,2.63905733,0,0,0,0.029466345,2.890371758,0,4.753590191,0,4.356708827,4.890349128,2.833213344,2.564949357,3.951243719,3.931825633,3.891820298,4.060443011
Rdh12,7.260522598,6.812345094,7.081708586,7.504391559,7.462789157,7.347943823,6.968850378,6.643789733,7.031741259,6.580639137,7.071573364,2.454103694,5.80814249,5.164785974,5.187385806,5.192956851,5.690359454,5.743003188,5.468060141,5.463831805,4.804021045,5.283203729,5.293304825,4.304065093
Reps2,2.833213344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galm,3.931825633,0,3.583518938,3.737669618,3.713572067,3.688879454,0,0,3.555348061,3.663561646,0,0,5.891644212,3.737669618,5.587248658,5.38907173,5.288267031,6.340359304,5.991464547,5.749392986,5.888877958,5.616771098,4.510859507,5.087596335
D830044I16Rik,0,2.564949357,0,4.110873864,3.610917913,0,4.127134385,0,0,1.945910149,0,1.162849554,1.609437912,1.609437912,3.912023005,1.098612289,0,0,0,3.33220451,0,0,2.197224577,2.995732274
Gm42645,0,2.397895273,2.564949357,4.543294782,3.891820298,3.044522438,2.772588722,0.693147181,2.197224577,3.761200116,2.48490665,0,4.615120517,3.091042453,4.49980967,4.394449155,4.430816799,2.944438979,3.912023005,4.127134385,4.997212274,4.143134726,3.496507561,3.912023005
Neil2,0,0,0.693147181,0,0,0,0,0,0,4.343805422,0,0.624773036,4.48863637,4.248495242,3.970291914,3.891820298,4.465908119,4.17438727,4.394449155,3.951243719,3.737669618,4.543294782,3.496507561,4.65396035
Rhbdf1,5.789960171,6.318968114,5.85220248,6.591673732,6.447305863,6.180016654,5.613128106,6.298949247,6.326149473,5.823045895,5.872117789,2.50915586,0,0,2.708050201,3.713572067,0.693147181,0,4.127134385,0,4.043051268,3.044522438,2.772588722,2.833213344
Kcnh3,0.693147181,3.135494216,0,3.663561646,3.091042453,1.945910149,0,3.465735903,2.564949357,0,0,1.309918039,4.356708827,4.564348191,5.017279837,5.023880521,5.123963979,4.65396035,4.532599493,4.762173935,4.094344562,3.784189634,4.33073334,4.48863637
Gm26908,3.931825633,4.804021045,3.258096538,5.068904202,4.615120517,5.220355825,4.262679877,4.219507705,4.852030264,2.944438979,3.784189634,1.873124225,4.828313737,4.343805422,5.081404365,4.043051268,4.143134726,5.204006687,4.718498871,5.241747015,3.526360525,4.605170186,4.369447852,4.418840608
Mturn,6.502790046,6.380122537,6.393590754,6.309918278,6.697034248,6.280395839,6.37502482,5.552959585,6.156978986,5.620400866,5.755742214,4.241310184,7.576609767,7.538494999,8.287276756,7.517520851,7.66293785,7.961021466,8.037220031,7.372746366,7.810352684,7.057897937,6.874198495,7.045776577
Tmem231,3.761200116,4.276666119,4.912654886,4.615120517,3.135494216,3.610917913,4.17438727,4.110873864,4.718498871,4.718498871,3.63758616,1.75848285,0,2.397895273,2.890371758,4.442651256,4.406719247,0.693147181,0,0,2.833213344,3.713572067,3.044522438,0.693147181
AI463170,3.496507561,3.135494216,0,2.708050201,1.386294361,3.610917913,2.833213344,2.079441542,3.610917913,0,0,0,0,2.197224577,0,0,0,0,0,0,0,2.197224577,0,0
Nuak2,8.036896773,7.941651253,7.682482447,8.414938957,8.366602833,8.048149102,8.158802491,7.834788107,8.300776961,8.08671792,8.328209492,6.219876179,3.36729583,4.828313737,5.262690189,5.686975356,5.043425117,3.761200116,4.820281566,5.043425117,3.784189634,4.219507705,3.526360525,4.369447852
Creg2,0,0,0,0,0,0,0,0,0,1.609437912,0,0,0.693147181,1.945910149,0,0,0,0,0,0,0,0,3.044522438,0
Rell2,3.465735903,1.609437912,0,3.891820298,3.761200116,2.772588722,4.343805422,0,3.044522438,2.772588722,4.605170186,0.225428232,3.737669618,4.624972813,5.017279837,5.209486153,3.713572067,3.970291914,4.418840608,5.043425117,4.682131227,4.406719247,3.526360525,4.007333185
Gm38357,4.007333185,1.609437912,0,1.386294361,0,0,3.912023005,3.218875825,0.693147181,3.737669618,2.079441542,0,4.919980926,2.772588722,3.951243719,2.833213344,4.941642423,5.805134969,2.197224577,4.753590191,5.420534999,4.477336814,4.094344562,4.836281907
